user_id,point_id,standard_id,date,conductivity,total_dissolved_solids_tds,total_suspended_solids_tss,turbidity,hardness,alkalinity,temperature,salinity,dissolved_oxygen_do,colour,odour,taste,ph,chloride_cl,fluoride_f,residual_chlorine,sulphate_so4,sulphite_h2s,free_cyanide_fcn,total_cyanide_cn_tot,wad_cyanide_cn_wad,ammonium_nh4,ammonia_n_nh3,nitrate_no3,nitrite_no2,phosphate_po4,aluminium_al,antimony_sb,arsenic_as,barium_ba,cadmium_cd,chromium_cr,chromium_hexavalent_cr6,cobalt_co,copper_cu,iron_fe,manganese_mn,lead_pb,mercury_hg,nickel_ni,selenium_se,silver_ag,zinc_zn,aluminium_t_al,arsenic_t_as,cadmium_t_cd,chromium_hexavalent_t_cr6,chromium_t_cr,cobalt_t_co,copper_t_cu,lead_t_pb,selenium_t_se,mercury_t_hg,nickel_t_ni,zinc_t_zn,bod,cod,oil_and_grease,phenols,permanganate_number_as_kmno4,surfactant_mbas,benzene,chloroform,2_4_6_trichloropenol,2_4_d,pentachlorophenol,total_pesticides,chlordane_total_isomer,dieldrin,aldrin,fecal_coliform,e_coli,total_coliform_bacteria,
1,10,7,2019-07-01,571,340,-,1.6,200,-,31.1,-,-,17,Odourless,NA,7.11,23.5,0.33,-,9,-,0.005,0.005,0.005,-,-,0.038,0.001,-,-,-,0.0007,-,0.0001,-,-,0.002,-,-,0.005,0.287,0.001,0.00005,-,0.0005,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0.01,0.001,0.001,0.0005,0.01,0.0005,0.000005,0.000005,0.000005,0.000005,-,117,1380
1,10,7,2019-10-01,530,348,-,2.1,180,-,29.9,0.2,-,7,Odourless,NA,7.3,18.1,0.31,-,8,-,0.005,0.005,0.005,-,-,0.046,0.001,-,-,-,0.0005,-,0.0001,-,-,0.002,-,-,0.005,0.458,0.001,0.00005,-,0.0005,-,0.013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0.01,0.001,0.001,0.0005,0.005,0.0005,0.000005,0.000005,0.000005,0.000005,-,1,1050
1,10,7,2020-01-22,627,396,-,5.7,184,-,29.6,NA,3.42,5,Odourless,Tasteless,7.39,24.4,0.36,-,9,-,0.005,0.005,0.005,-,-,0.005,0.001,-,-,-,0.0008,-,0.0001,-,-,0.002,-,-,0.011,0.323,0.001,0.00005,-,0.0005,-,0.007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0.01,0.001,0.001,0.0005,0.005,0.0005,0.000005,0.000005,0.000005,0.000005,-,295,12100
1,10,7,2020-04-02,-,384,-,5.5,179,-,-,-,-,5,Odourless,Tasteless,7.32,24.7,0.34,-,7,-,0.005,0.005,0.005,-,-,0.025,0.001,-,-,-,0.0012,-,0.0001,-,-,0.002,-,-,0.007,0.358,0.001,0.00005,-,0.0005,-,0.014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0.01,0.001,0.001,0.0005,0.005,0.0005,0.000005,0.000005,0.000005,0.000005,-,1,2420
1,10,7,2020-05-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,10,7,2020-07-09,613,402,-,8.1,192,-,29.5,0.2,4.23,5,Odourless,NA,7.64,23.8,0.4,-,7,-,0.005,0.005,0.005,-,-,0.039,0.001,-,-,-,0.002,-,0.0001,-,-,0.002,-,-,0.011,0.001,0.315,0.00005,-,0.0005,-,0.031,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0.01,0.001,0.001,0.0005,0.005,0.0005,0.000005,0.000005,0.000005,0.000005,-,12100,12100
1,10,7,2020-10-08,619,410,-,2.1,218,-,29.5,0.3,7,5,Odourless,Tasteless,7.07,22.6,0.36,-,7,-,0.005,0.005,0.005,-,-,0.011,0.001,-,-,-,0.005,-,0.0001,-,-,0.005,-,-,0.16,0.257,0.001,0.00005,-,0.005,-,0.019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.01,0.01,0.001,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.00001,-,1,2420
1,10,7,2021-01-13,569,405,-,6.4,155,-,29,0.3,4.9,5,Odourless,Tasteless,6.98,21.6,0.3,-,8,-,0.005,0.005,0.005,-,-,0.055,0.004,-,-,-,0.005,-,0.0001,-,-,0.005,-,-,0.05,0.022,0.001,0.00005,-,0.005,-,0.008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.01,0.01,0.001,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.00001,-,1,1050
1,10,7,2021-04-09,6.3,300,-,3.3,181,-,30.1,0.3,2.27,5,Odourless,Tasteless,7.03,26.3,0.39,-,9,-,0.005,0.005,0.005,-,-,0.089,0.097,-,-,-,0.005,-,0.0001,-,-,0.005,-,-,0.05,0.148,0.001,0.00005,-,0.005,-,0.026,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.01,0.01,0.001,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.00001,-,1,2420
1,10,7,2021-07-13,586,363,-,6.1,153,-,30,0.2,3.97,5,Odourless,Tasteless,7.19,11.8,0.31,-,9,-,0.005,0.005,0.005,-,-,0.005,0.001,-,-,-,0.005,-,0.0001,-,-,0.005,-,-,0.02,0.024,0.001,0.00005,-,0.005,-,0.007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.01,0.01,0.001,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.00001,-,1,2420
1,10,7,2021-10-08,606,367,-,6,162,-,30.24,0.3,5.8,5,Odourless,Tasteless,6.73,31.3,0.32,-,5,-,0.005,0.005,0.005,-,-,0.044,0.001,-,-,-,0.005,-,0.0001,-,-,0.005,-,-,0.02,0.005,0.001,0.00005,-,0.005,-,0.011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.01,0.01,0.001,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.00001,-,1,2420
1,10,7,2022-01-06,644,387,-,6,161,-,26.6,0.3,4.05,7,Odourless,Tasteless,6.94,23.9,0.33,-,8,-,0.005,0.005,0.005,-,-,0.064,0.001,-,-,-,0.005,-,0.0001,-,-,0.005,-,-,0.02,0.037,0.001,0.00005,-,0.005,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.01,0.01,0.001,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.00001,-,2420,2420
1,10,7,2022-04-07,671,393,-,1.8,195,-,28.6,0.3,4.03,5,Odourless,Tasteless,6.84,25,0.35,-,5,-,0.005,0.005,0.005,-,-,0.061,0.001,-,-,-,0.005,-,0.0001,-,-,0.005,-,-,0.02,0.005,0.001,0.00005,-,0.005,-,0.017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.01,0.01,0.001,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.00001,-,1,2420
1,10,7,2022-10-12,593,385,-,0.8,173,-,29.1,0.3,4.41,5,Odourless,Tasteless,6.77,22.9,0.36,-,5,-,0.005,0.005,0.005,-,-,0.129,0.077,-,-,-,0.005,-,0.0001,-,-,0.005,-,-,0.03,0.024,0.002,0.00005,-,0.005,-,0.005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.01,0.01,0.001,0.001,0.001,0.001,0.00001,0.00001,0.00001,0.00001,-,461,2420
